2.0627434,-0.4553611,2.8781323,2.8439064,0.0220619,1.5206792,2.4830260,-0.1431176,2.1827176,1.2094114,-1.2364545,1.6059136
0.4241087,-2.4369290,-0.6517174,-2.5575540,-0.1429982,-0.4287623,-0.4575754,0.5178021,-2.2638559,2.6026134,1.1043026,1.9426881
2.3808074,0.4999203,-2.7586906,1.2689209,0.4141551,1.9557433,0.1929628,1.8794646,2.9820619,-0.8966711,-1.9738714,-0.6499512
1.5182999,-0.3646264,0.5302806,-2.2358491,1.3567411,-1.3195056,-1.8562946,2.1777000,0.3864769,-0.0930063,2.3929427,-2.4839253
1.1769267,-1.0321063,-1.9475415,1.0487919,-0.8230683,-1.0206250,2.6620667,-1.8042099,0.0730419,-2.8559208,-2.0197914,2.3005123
1.7354853,0.3410130,-1.6652796,0.3464855,-2.9271209,1.2779617,1.3005041,0.8762701,0.6680321,-2.5577013,-1.5215642,0.4462683
-0.6348794,2.9521394,2.5424721,-2.0879526,0.5397636,1.1772907,-2.1807394,-1.1244261,1.2955071,2.4066486,-0.9495441,-1.5663377
1.9307520,0.5098961,-0.1404695,-1.4630998,-2.5640500,-2.8926516,0.4798211,-1.8533384,2.8531978,-2.3551366,-0.2874673,-0.6320412
-1.6061312,1.4925344,0.8622286,1.3545461,-2.5031486,-0.8835395,0.1189984,-0.4396731,-2.7562947,-1.8358352,2.6701479,-2.0245817
2.1123140,1.9328229,-0.6522375,-0.1992989,1.9440109,1.0841180,2.0216625,1.5455796,1.1476289,2.4778447,1.9368428,-1.9256239
1.4893457,-2.4799120,-0.4448625,-0.6194887,-1.7869915,2.6274307,-2.4313400,-2.9706035,-1.0624752,2.9444683,-1.4118292,1.9841655
-1.9613181,0.5182701,2.7504561,1.2990794,2.8830478,0.4473399,2.9000082,2.0222821,1.6694894,2.3309393,0.7889491,-0.8618127
0.1696946,-1.6409976,1.6652647,-1.9795290,0.4631877,0.2153936,1.0314168,1.5629196,-2.3410327,0.7496458,-0.5162647,0.6852086
1.1639073,0.5128775,1.3973165,0.1201515,-0.2227931,-1.2793868,-1.6250900,1.1718127,1.1742681,-1.8271049,2.8310244,1.0269047
0.1872967,2.0470521,-0.0808774,-0.1443308,-1.4503536,-2.0631871,1.2697234,2.0646658,1.0667927,-0.7870709,0.4543326,0.3804748
2.6193964,-0.6739547,-2.0113041,2.2615974,2.3683710,-2.7104065,-1.8106558,0.8177019,1.7330710,0.6401550,-1.8504648,-2.2941506
0.0358358,1.8930625,-1.6975969,-2.5492039,0.3062700,-1.8490971,-2.5954578,1.6395876,1.9273596,-0.6099867,-1.2355418,-1.3372747
-0.8341715,0.4614459,0.1669205,-0.8679049,0.8245259,1.0546046,0.3496737,-0.6762305,0.7434167,0.5514167,-0.9580569,-1.1807939
0.2744933,0.6740505,0.6647906,-0.7029719,0.3946435,2.9146178,-0.4318529,2.0580883,-2.5120578,2.2513695,2.6502368,-1.4288160
-2.9273915,-0.1019495,-1.9037265,2.8297875,2.3861907,2.7639892,0.6232179,0.0909622,1.9963071,0.9140938,-1.5086540,2.6057162
-0.3618033,1.6413374,0.0056277,-1.8998625,-1.2244389,0.4464646,-2.1419876,-2.9175727,-0.3966527,1.5731831,0.6849436,-1.0551218
1.3034456,-0.0929122,2.9970081,1.6561899,1.9837886,-1.4427066,-2.0862303,-1.8041766,-0.4064102,0.0728947,-1.8323439,1.6796687
2.2105870,-1.1039701,0.0483852,0.5662476,1.3342690,-2.1151652,-1.3147737,1.3842360,0.4091539,2.3996747,-0.3128498,-0.5603229
-1.1609567,-1.6117646,0.9045980,-1.4118840,2.1736531,-1.3761096,1.0401578,0.4091049,0.7707528,2.3725007,-1.9800693,-2.1011066
-2.2685866,-2.5413659,0.2053861,-2.0056131,1.8430076,-2.8643367,-0.7523582,-0.1607762,-1.7008302,-0.8645627,-1.6632514,-1.3090314
2.5612264,-0.4969478,-0.6848103,0.6670467,0.9848511,0.9616593,-2.4914463,0.4914155,1.4155416,1.7734102,0.5312055,-2.2165616
-2.4975581,-1.0616778,2.5653529,-0.1642948,2.3728435,-0.2419503,1.5307087,-0.0892369,1.2522136,-1.0969243,2.3391917,-1.4057516
-2.9629390,1.3269947,1.0596268,0.9414087,1.1244900,0.5175853,-2.3083262,1.0152223,-2.9604089,-1.9029428,-0.4747296,-0.7297837
-2.2862091,-0.4382544,0.7417035,-0.7352194,1.2509969,-1.6144674,-2.1370485,1.4933990,1.0123688,-0.4237759,-2.1793964,0.9821025
1.4997345,-2.0163441,1.1358104,-0.8661775,2.4907117,1.5092381,-1.3576130,2.6281579,-2.8486035,-1.8910559,-1.5485822,1.3924805
0.1570082,-0.2137475,-1.6647999,1.5388026,-2.2973616,-1.5159527,1.8381619,-0.2937152,2.2609065,0.6099846,1.7372679,-1.8755803
-1.1026688,-0.7397637,-0.0348048,-0.1651978,1.9347969,-1.9608568,2.1089156,2.3342779,-2.5468857,-2.9436579,-1.2434821,-0.5955314
2.8226964,-2.5715485,1.6878316,-0.1474503,-2.2207589,-0.8035182,-0.7145916,-1.5385650,-1.2338175,-0.4804870,2.7735684,-0.2468366
2.7008100,-2.8168075,-2.6033385,-2.8331046,0.9956678,-1.6786039,0.4585211,1.7721968,-1.0091165,-1.5259351,1.3524516,-0.1446132
-2.1047392,-2.4753294,1.4230050,2.1624739,2.3421724,0.0605340,-2.0792725,-1.6460556,-0.2788567,2.1111443,0.9011845,-1.3547583
1.5356319,-0.3873589,2.8965836,-0.4276372,2.0231781,-2.9127502,1.3093276,-0.6091294,-0.0059442,-1.8070452,2.5770690,-1.8021299
0.3695202,0.5840737,2.1506605,-0.2000008,1.9793477,0.1433794,2.7380080,1.2996470,2.4726315,2.6541631,1.8134769,-2.2657948
-2.2534285,0.6974505,-1.3727599,-0.6890861,-1.9570309,1.5730300,2.1269863,-2.2031722,0.1010096,-0.6299224,1.7400919,-0.2100462
